usg_apt,Year,Month,total_passengers,flights_count,Airport Name,City Name,coordinates
ABE,1990,April,30,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1990,May,30,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1990,July,143,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1990,November,138,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1992,October,100,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1994,April,39,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1994,August,146,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1996,April,345,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1996,September,46,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1997,July,605,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1997,November,646,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1997,December,498,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1998,January,74,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1998,March,104,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1998,April,64,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1998,May,63,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1998,September,27,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1999,March,344,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1999,May,349,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1999,August,14,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,1999,December,28,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2000,January,12,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2001,September,149,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2002,December,20,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2003,August,116,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2003,September,47,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2003,October,492,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2003,November,321,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,January,878,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,February,1047,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,March,1190,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,April,1272,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,May,1283,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,June,1187,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,July,1501,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,August,1442,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,September,908,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,October,1312,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,November,1341,5,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2004,December,885,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,January,766,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,February,826,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,March,792,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,April,948,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,May,844,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,June,1579,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,July,1612,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,August,1655,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,September,1195,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,October,1071,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,November,1029,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2005,December,890,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,January,900,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,February,928,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,March,1102,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,April,1258,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,May,1434,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,June,1932,6,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,July,1876,5,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,August,1607,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,September,1489,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,October,1292,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,November,1318,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2006,December,1015,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,January,860,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,February,903,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,March,1015,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,April,1221,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,May,1867,5,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,June,1670,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,July,1534,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,August,1381,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,September,1385,5,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,October,1305,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,November,1299,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2007,December,674,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,January,736,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,February,704,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,March,1038,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,April,1382,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,May,1293,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,June,1708,9,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,July,1027,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,August,1053,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,September,1071,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,October,1011,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,November,1031,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2008,December,660,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,January,492,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,February,530,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,March,882,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,April,519,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,May,506,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,June,708,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,July,831,5,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,August,670,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,September,472,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,October,492,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,November,687,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2009,December,461,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,January,343,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,February,174,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,March,497,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,April,395,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,May,447,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,June,675,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,July,558,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,August,420,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,September,426,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,October,512,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,November,603,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2010,December,235,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,January,260,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,February,258,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,March,285,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,April,301,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,May,322,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,June,476,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,July,407,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,August,690,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,September,423,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,October,259,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,November,696,8,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2011,December,244,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,January,246,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,February,242,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,March,277,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,April,254,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,May,400,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,June,439,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,July,498,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,August,222,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,September,59,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2012,November,98,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2013,January,225,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2013,March,38,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2013,April,37,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2013,June,138,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2013,July,147,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2013,September,36,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2013,October,49,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2013,December,34,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2014,March,49,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2014,May,48,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2014,August,166,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2014,November,63,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2014,December,89,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2015,January,7,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2015,March,69,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2015,May,17,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2015,June,62,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2015,September,42,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2016,January,48,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2016,February,176,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2016,March,41,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2016,April,69,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2016,July,847,5,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2016,September,38,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2016,October,135,3,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2016,December,1,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2017,April,109,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2017,June,209,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2017,August,173,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2017,October,40,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2018,April,48,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2018,May,44,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2018,June,43,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2018,August,227,4,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2018,September,57,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2019,April,89,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2019,June,177,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2019,July,165,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2019,September,4,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2021,June,118,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2021,October,1,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2022,March,7,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2022,April,4,2,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2022,May,45,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2022,July,170,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2022,September,1,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2022,November,10,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2023,June,1,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2023,July,1,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABE,2023,August,12,1,Lehigh Valley International,Allentown,"40.652222, -75.440278"
ABI,1991,June,99,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1992,June,213,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1993,June,250,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,1993,October,119,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1994,July,127,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1994,August,16,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1995,April,75,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1995,June,111,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1995,August,180,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1996,December,74,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1997,April,169,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1997,October,94,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1998,January,128,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1998,October,132,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,1999,May,28,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2000,February,154,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2000,March,52,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2000,May,97,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2000,June,435,5,Municipal,Abilene,"32.416667, -99.683333"
ABI,2001,March,126,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2001,May,34,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2001,June,188,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2001,September,53,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2001,October,73,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2002,April,220,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2002,June,97,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2002,August,316,3,Municipal,Abilene,"32.416667, -99.683333"
ABI,2002,October,35,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2003,May,121,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2003,November,57,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2004,February,163,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2004,June,156,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2004,July,120,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2004,September,68,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2004,October,123,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2004,November,123,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2005,July,19,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2005,September,146,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2005,October,204,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2005,December,111,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2006,July,136,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2006,August,344,4,Municipal,Abilene,"32.416667, -99.683333"
ABI,2006,September,77,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2006,December,234,4,Municipal,Abilene,"32.416667, -99.683333"
ABI,2007,March,373,5,Municipal,Abilene,"32.416667, -99.683333"
ABI,2007,May,73,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2007,June,91,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2007,July,171,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2007,August,140,3,Municipal,Abilene,"32.416667, -99.683333"
ABI,2007,October,61,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2008,January,26,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2008,March,26,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2008,April,107,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2008,May,67,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2008,June,64,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2008,July,33,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2009,March,70,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2009,April,136,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2009,June,114,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2009,August,302,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2009,October,56,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2010,February,67,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2010,March,117,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2010,May,8,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2010,July,135,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2011,May,221,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2011,August,156,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2012,January,83,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2012,March,159,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2012,April,155,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2012,July,125,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2013,April,168,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2013,June,80,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2013,July,122,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2013,August,275,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2013,October,59,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2014,April,257,3,Municipal,Abilene,"32.416667, -99.683333"
ABI,2014,May,192,3,Municipal,Abilene,"32.416667, -99.683333"
ABI,2014,June,225,4,Municipal,Abilene,"32.416667, -99.683333"
ABI,2014,August,35,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2015,April,62,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2015,May,282,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2015,June,46,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2016,March,94,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2016,April,71,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2016,July,332,4,Municipal,Abilene,"32.416667, -99.683333"
ABI,2016,August,208,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2017,February,42,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2017,April,182,3,Municipal,Abilene,"32.416667, -99.683333"
ABI,2017,June,61,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2017,August,149,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2018,January,71,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2018,February,122,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2018,May,31,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2018,June,128,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2018,July,136,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2018,September,61,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2018,October,120,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2018,November,72,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2019,April,72,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2019,May,119,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2019,October,14,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2021,August,68,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2021,September,102,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2022,March,206,2,Municipal,Abilene,"32.416667, -99.683333"
ABI,2022,November,39,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2022,December,43,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2023,April,165,1,Municipal,Abilene,"32.416667, -99.683333"
ABI,2023,May,55,1,Municipal,Abilene,"32.416667, -99.683333"
ABQ,1990,May,236,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1990,June,421,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1990,July,284,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1991,January,282,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1991,February,74,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1991,March,76,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1991,April,426,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1991,June,1308,3,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1992,January,87,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1992,February,167,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1992,March,1707,4,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1992,May,596,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1992,June,1067,3,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1993,May,772,3,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1993,June,994,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1994,February,922,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1994,March,712,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1994,April,59,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1994,May,676,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1994,June,993,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1994,October,362,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1995,January,493,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1995,March,43,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1995,April,223,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1995,May,991,3,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1995,June,1044,4,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1995,August,100,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1996,June,834,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1996,September,41,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1996,November,613,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1997,March,165,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1997,May,171,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1997,June,514,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1997,October,163,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1998,May,559,3,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1998,June,333,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1998,July,342,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1998,October,208,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1998,November,164,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1999,April,165,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1999,May,165,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,1999,June,803,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2000,May,273,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2000,June,506,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2000,July,105,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2000,August,133,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2000,November,168,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2001,February,65,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2001,May,459,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2001,June,456,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2001,July,162,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2001,August,28,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2001,November,266,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2002,May,433,2,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2002,June,707,4,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2004,July,100,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2004,August,101,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
ABQ,2005,April,23,1,Albuquerque International,Albuquerque,"35.040278, -106.609167"
