Year,Month,usg_apt,flights_count,total_passengers
2009,December,HPN,9,604
2009,December,HRL,1,19
2009,December,IAD,63,496581
2009,December,IAH,89,699433
2009,December,ILM,1,7
2009,December,IND,5,3026
2009,December,JAN,1,1
2009,December,JFK,170,1754930
2009,December,KEH,2,30
2009,December,KOA,3,6784
2009,December,LAN,1,164
2009,December,LAS,38,183100
2009,December,LAX,118,1331467
2009,December,LFT,1,34
2009,December,LGA,10,88627
2009,December,LGB,1,3
2009,December,LIH,1,1017
2009,December,LIT,1,49
2009,December,LKE,2,866
2009,December,MCI,3,4024
2009,December,MCO,52,273161
2009,December,MDT,1,533
2009,December,MDW,4,5987
2009,December,MEM,5,29829
2009,December,MHT,1,511
2009,December,MIA,153,1442577
2009,December,MKE,7,3037
2009,December,MSP,39,147241
2009,December,MSY,4,2371
2009,December,MYR,1,50
2009,December,OAK,10,28165
2009,December,OGG,3,23618
2009,December,OKC,1,4
2009,December,OME,2,21
2009,December,ONT,2,4785
2009,December,OPF,3,22
2009,December,ORD,108,801446
2009,December,ORF,1,18
2009,December,ORH,1,93
2009,December,PBI,12,8929
2009,December,PDX,5,28452
2009,December,PHL,40,240197
2009,December,PHX,32,185778
2009,December,PIE,1,711
2009,December,PIH,1,50
2009,December,PIT,16,9902
2009,December,PPG,1,5552
2009,December,PSE,1,210
2009,December,PSM,2,854
2009,December,PSP,3,21734
2009,December,PTK,1,69
2009,December,PVD,1,410
2009,December,PWM,1,32
2009,December,RDU,7,14247
2009,December,RFD,2,394
2009,December,RIC,1,1042
2009,December,ROC,1,359
2009,December,ROP,1,453
2009,December,RSW,8,21547
2009,December,SAN,7,22447
2009,December,SAT,10,16438
2009,December,SDM,2,9
2009,December,SEA,25,218992
2009,December,SFB,5,7168
2009,December,SFO,55,624105
2009,December,SJC,4,11063
2009,December,SJU,46,110777
2009,December,SLC,13,37683
2009,December,SMF,4,9753
2009,December,SNA,2,313
2009,December,SPN,7,47681
2009,December,SRQ,1,2499
2009,December,STL,11,12347
2009,December,STP,1,10
2009,December,STT,5,149
2009,December,STX,2,88
2009,December,SUS,2,89
2009,December,SYR,1,64
2009,December,TEB,18,90
2009,December,TPA,10,34563
2009,December,TWD,1,3
2009,December,ZZZ,3,96
2010,January,ABE,2,343
2010,January,ABQ,2,168
2010,January,ACY,1,2154
2010,January,ADW,1,152
2010,January,ALB,1,362
2010,January,ANC,4,11604
2010,January,ATL,101,690868
2010,January,AUS,3,728
2010,January,BDL,6,3825
2010,January,BED,4,88
2010,January,BFL,1,45
2010,January,BGR,4,421
2010,January,BIS,1,55
2010,January,BKL,1,39
2010,January,BNA,7,2795
2010,January,BOS,52,231386
2010,January,BQN,1,451
2010,January,BTV,1,16
2010,January,BUF,5,280
2010,January,BUR,3,23
2010,January,BWI,6,27997
2010,January,CAE,2,82
2010,January,CHA,1,53
2010,January,CHS,2,314
2010,January,CLE,10,19000
2010,January,CLT,32,180413
2010,January,CMH,3,1920
2010,January,CVG,9,21348
2010,January,DAL,3,128
2010,January,DAY,1,443
2010,January,DCA,5,18221
2010,January,DEN,32,164548
2010,January,DFW,45,389832
2010,January,DNN,1,6
2010,January,DTT,1,1392
2010,January,DTW,35,196082
2010,January,ELP,4,548
2010,January,EWR,109,855627
2010,January,FAI,2,354
2010,January,FAR,1,49
2010,January,FAT,2,5811
2010,January,FAY,1,81
2010,January,FCA,1,59
2010,January,FLL,64,288981
2010,January,FNT,1,6
2010,January,FRG,1,40
2010,January,FYU,1,13
2010,January,GEG,1,66
2010,January,GRR,1,532
2010,January,GSO,1,138
2010,January,GTF,4,441
2010,January,GUM,31,244553
2010,January,HNL,31,298172
2010,January,HOU,1,128
2010,January,HPN,6,511
2010,January,IAD,67,478986
2010,January,IAH,90,683716
2010,January,ILM,1,9
2010,January,IND,6,3695
2010,January,JAX,4,412
2010,January,JFK,171,1628862
2010,January,KEH,1,11
2010,January,KOA,3,9344
2010,January,LAN,1,1060
2010,January,LAS,31,186014
2010,January,LAX,118,1312285
2010,January,LGA,10,64980
2010,January,LGB,1,1
2010,January,LIH,1,2170
2010,January,LKE,2,835
2010,January,MBS,1,37
2010,January,MCI,4,5169
2010,January,MCO,53,265208
2010,January,MDT,2,607
2010,January,MDW,2,3526
2010,January,MEM,4,25742
2010,January,MHT,1,428
2010,January,MIA,157,1445914
2010,January,MKE,11,16733
2010,January,MSP,44,181672
2010,January,MSY,2,1352
2010,January,MTJ,1,6
2010,January,OAK,10,30809
2010,January,OGG,3,33174
2010,January,OME,1,14
2010,January,ONT,7,5267
2010,January,OPF,1,117
2010,January,ORD,104,777506
2010,January,ORF,2,314
2010,January,PBI,5,10626
2010,January,PDK,1,5
2010,January,PDX,5,26783
2010,January,PHL,44,248413
2010,January,PHX,32,201166
2010,January,PIE,1,2618
2010,January,PIT,11,9721
2010,January,POB,2,154
2010,January,PPG,1,4759
2010,January,PSE,1,229
2010,January,PSM,2,656
2010,January,PSP,3,24222
2010,January,PTK,2,43
2010,January,PVD,1,322
2010,January,PWM,1,18
2010,January,RDU,8,11592
2010,January,RFD,1,1897
2010,January,RIC,2,881
2010,January,ROC,1,351
2010,January,ROP,1,453
2010,January,RSW,6,21143
2010,January,SAN,5,21457
2010,January,SAT,4,10778
2010,January,SAV,3,139
2010,January,SBA,1,11
2010,January,SDM,1,8
2010,January,SEA,27,218030
2010,January,SFB,13,9244
2010,January,SFO,59,619802
2010,January,SGF,1,165
2010,January,SJC,7,10971
2010,January,SJU,42,108352
2010,January,SLC,14,31601
2010,January,SMF,6,11380
2010,January,SPN,8,62664
2010,January,SRQ,1,4327
2010,January,STL,11,18060
2010,January,STT,3,166
2010,January,STX,3,166
2010,January,SUS,3,138
2010,January,TEB,12,63
2010,January,TPA,9,35160
2010,January,TRI,1,217
2010,January,TUS,5,586
2010,January,TYS,1,246
2010,January,UST,1,10
2010,January,ZZZ,2,16
2010,February,ABE,1,174
2010,February,ABI,1,67
2010,February,ACT,1,41
2010,February,ACY,2,1803
2010,February,ADW,1,105
2010,February,ANC,3,12267
2010,February,ATL,96,599167
2010,February,BCT,1,4
2010,February,BDL,3,2461
2010,February,BED,3,50
2010,February,BGR,10,1000
2010,February,BJC,2,8
2010,February,BMI,1,137
2010,February,BNA,3,3088
2010,February,BOI,1,84
2010,February,BOS,61,213294
2010,February,BQN,1,303
2010,February,BTV,3,159
2010,February,BUF,5,354
2010,February,BUR,2,20
2010,February,BWI,10,24590
2010,February,CAE,1,67
2010,February,CHA,2,109
2010,February,CHS,1,37
2010,February,CLE,10,19765
2010,February,CLT,29,188194
2010,February,CMH,4,2571
2010,February,COS,1,7
2010,February,CVG,12,18926
2010,February,DAL,2,47
2010,February,DCA,6,16301
2010,February,DEN,30,169017
2010,February,DFW,47,337099
2010,February,DNN,1,4
2010,February,DTT,1,1294
2010,February,DTW,44,187185
2010,February,ELP,1,240
2010,February,EWR,109,702851
2010,February,FAI,4,3034
2010,February,FAR,1,164
2010,February,FAT,3,4441
2010,February,FLL,61,248483
2010,February,FRD,1,8
2010,February,FRG,1,39
2010,February,GRB,1,76
2010,February,GSP,1,134
2010,February,GTF,1,1
2010,February,GUM,30,236518
2010,February,HNL,32,286788
2010,February,HOU,1,69
2010,February,HPN,5,37
2010,February,IAD,64,338799
2010,February,IAH,91,583798
2010,February,ILM,1,12
2010,February,IND,6,4157
2010,February,JAX,2,171
2010,February,JFK,161,1322721
2010,February,JNU,1,114
2010,February,KEH,1,35
2010,February,KOA,3,9257
2010,February,LAN,1,1235
2010,February,LAS,28,176662
2010,February,LAX,114,1087393
2010,February,LFI,1,186
2010,February,LGA,9,60157
2010,February,LIH,1,2016
2010,February,LKE,3,1068
2010,February,LPS,1,11
2010,February,LRD,3,75
2010,February,MCI,4,4649
2010,February,MCO,50,238837
2010,February,MDW,2,4009
2010,February,MEM,6,21405
2010,February,MFE,1,41
2010,February,MIA,146,1172901
2010,February,MKE,9,18693
2010,February,MLI,1,9
2010,February,MMU,1,7
2010,February,MOT,1,93
2010,February,MSP,38,200848
2010,February,MSY,2,1079
2010,February,NGU,1,79
2010,February,NIP,1,194
2010,February,OAK,9,20067
2010,February,OGG,4,30502
2010,February,OKC,2,165
2010,February,OME,2,19
2010,February,ONT,1,594
2010,February,ORD,103,672291
2010,February,PBI,6,10713
2010,February,PDX,7,26112
2010,February,PHL,45,201499
2010,February,PHX,29,199751
2010,February,PIE,2,2654
2010,February,PIT,7,7650
2010,February,POB,1,90
2010,February,PPG,1,2955
2010,February,PSE,1,127
2010,February,PSM,1,562
2010,February,PSP,3,26215
2010,February,PVD,1,172
2010,February,RAP,1,44
2010,February,RCE,1,5
2010,February,RDU,4,9640
2010,February,RFD,1,1831
2010,February,RIC,1,908
2010,February,RIV,1,260
2010,February,RNO,1,66
2010,February,ROC,2,48
2010,February,ROP,1,134
2010,February,RST,1,7
2010,February,RSW,8,21482
2010,February,SAN,10,22607
2010,February,SAT,7,8879
2010,February,SEA,24,189511
2010,February,SFB,7,8754
2010,February,SFO,53,532168
2010,February,SJC,6,7502
2010,February,SJU,35,92233
2010,February,SLC,15,31801
2010,February,SMF,10,10527
2010,February,SPN,6,59747
2010,February,SRQ,1,4611
2010,February,STL,12,18525
2010,February,SYR,1,39
2010,February,TEB,7,43
2010,February,TMB,1,17
2010,February,TPA,11,37168
2010,February,TYS,1,48
2010,February,VCV,4,2691
2010,February,YNG,1,243
2010,February,ZZZ,2,10
2010,March,ABE,2,497
2010,March,ABI,2,117
2010,March,ACY,1,1271
2010,March,ADW,1,140
2010,March,AGS,1,1
2010,March,ALB,2,500
2010,March,ANC,10,12177
2010,March,ATL,104,773168
2010,March,AUS,3,372
2010,March,BDL,8,4607
2010,March,BED,1,36
2010,March,BEH,1,4
2010,March,BFI,3,11
2010,March,BGR,5,757
2010,March,BHM,4,637
2010,March,BLI,1,3
2010,March,BNA,3,3959
2010,March,BOS,56,287465
2010,March,BQN,2,543
2010,March,BTL,1,6
2010,March,BUF,2,170
2010,March,BUR,1,4
2010,March,BWI,13,36499
2010,March,CAE,4,415
2010,March,CAK,1,156
2010,March,CLE,14,26522
2010,March,CLT,36,228189
2010,March,CMH,5,3941
2010,March,COS,1,66
2010,March,CPR,1,47
2010,March,CSG,1,134
2010,March,CVG,11,24625
2010,March,DAL,1,47
2010,March,DAY,1,444
2010,March,DCA,5,25215
2010,March,DEN,34,195087
2010,March,DFW,46,421239
2010,March,DNN,1,4
2010,March,DTT,1,1690
2010,March,DTW,34,248876
2010,March,EFD,1,37
2010,March,EGE,1,10
2010,March,ELP,1,135
2010,March,ESN,2,8
2010,March,EWR,114,966333
2010,March,FAI,5,1290
2010,March,FAR,1,2
2010,March,FAT,1,4391
2010,March,FLL,65,314071
2010,March,FPR,1,5
2010,March,FRG,3,124
2010,March,FWA,2,257
2010,March,FXE,2,16
2010,March,GGG,1,42
2010,March,GJT,1,54
2010,March,GRR,2,587
2010,March,GSO,1,133
2010,March,GUM,26,253373
2010,March,HNL,34,327524
2010,March,HOU,1,6
2010,March,HPN,11,643
2010,March,IAD,70,493183
2010,March,IAH,84,704810
2010,March,ICT,1,4
2010,March,IFP,2,387
2010,March,IND,7,5271
2010,March,INT,1,5
2010,March,JAX,1,157
2010,March,JFK,169,1687079
2010,March,JNU,1,80
2010,March,KEH,2,39
2010,March,KOA,3,9597
2010,March,LAN,1,1139
2010,March,LAS,29,202622
2010,March,LAX,116,1257183
2010,March,LBE,1,73
2010,March,LEX,1,6
2010,March,LGA,11,84670
2010,March,LIH,1,2193
2010,March,LKE,4,1372
2010,March,LRD,1,25
2010,March,MCI,5,5070
2010,March,MCO,61,290598
2010,March,MDT,2,778
2010,March,MDW,2,5644
2010,March,MEM,4,24549
2010,March,MFE,1,67
2010,March,MHT,2,698
2010,March,MIA,147,1392866
2010,March,MKE,9,20438
2010,March,MOT,1,1
2010,March,MSN,1,3
2010,March,MSP,42,250405
2010,March,MSY,1,61
2010,March,MYR,2,1001
2010,March,NIP,1,237
2010,March,OAK,4,18785
2010,March,OGG,5,34857
2010,March,OKC,2,174
2010,March,OME,1,9
2010,March,ONT,2,273
2010,March,OPF,2,7
2010,March,ORD,106,864398
2010,March,ORF,5,821
2010,March,ORH,1,2
2010,March,PBI,11,13426
2010,March,PDX,6,32886
2010,March,PHL,51,302925
2010,March,PHX,29,223967
2010,March,PIE,2,4608
2010,March,PIT,9,11224
2010,March,POB,1,322
2010,March,PPG,1,3617
2010,March,PSM,1,80
2010,March,PSP,3,29264
2010,March,PVD,2,820
2010,March,RAC,1,3
2010,March,RDU,10,14886
2010,March,RFD,2,1721
2010,March,RIC,1,1125
2010,March,RIV,2,506
2010,March,ROC,1,315
2010,March,ROG,1,9
2010,March,ROP,1,705
2010,March,RSJ,1,4
2010,March,RST,1,6
2010,March,RSW,12,28201
2010,March,SAN,5,25993
2010,March,SAT,9,11658
2010,March,SAV,3,134
2010,March,SBO,1,3
2010,March,SDF,1,8
2010,March,SEA,26,214183
2010,March,SFB,13,12633
2010,March,SFO,53,643178
2010,March,SJC,4,7756
2010,March,SJU,38,101263
2010,March,SLC,16,39754
2010,March,SMF,4,9677
2010,March,SOP,1,8
2010,March,SPN,5,61315
2010,March,SRQ,2,6128
2010,March,STL,13,20918
2010,March,STT,1,3
2010,March,STX,1,11
2010,March,SWF,3,408
2010,March,SYR,5,467
2010,March,TEB,12,67
2010,March,TPA,13,49498
2010,March,TUL,1,68
2010,March,TUS,1,189
2010,March,TYR,1,12
2010,March,TYS,2,251
2010,March,VNY,1,13
2010,March,ZZZ,1,6
2010,April,ABE,1,395
2010,April,ACY,2,1784
2010,April,AEX,10,908
2010,April,AGS,3,215
2010,April,ALB,1,505
2010,April,ANC,8,11050
2010,April,ATL,98,715300
2010,April,BDL,6,4745
2010,April,BED,5,138
2010,April,BFI,3,14
2010,April,BGR,9,1045
2010,April,BIL,1,74
2010,April,BKL,1,76
2010,April,BNA,4,3676
2010,April,BOS,57,284000
2010,April,BQN,2,526
2010,April,BRO,1,41
2010,April,BTR,1,48
2010,April,BUF,2,62
2010,April,BUR,1,5
2010,April,BWI,12,35161
2010,April,CAE,2,117
2010,April,CLE,14,23806
2010,April,CLT,29,207782
2010,April,CMH,3,2960
2010,April,COS,2,107
2010,April,CSG,4,676
2010,April,CVG,8,19226
2010,April,CYS,2,86
2010,April,DAL,1,2
2010,April,DAY,1,508
2010,April,DCA,5,24957
2010,April,DEN,39,173465
2010,April,DFW,48,387286
2010,April,DQK,1,98
2010,April,DSM,1,38
2010,April,DTT,1,1914
2010,April,DTW,35,219968
2010,April,EFD,1,49
2010,April,ELP,1,123
2010,April,ERI,1,5
2010,April,EWR,120,900485
2010,April,EYW,1,50
2010,April,FAR,3,106
2010,April,FAT,1,4865
2010,April,FLL,61,266417
2010,April,FRG,3,103
2010,April,FTY,1,9
2010,April,GRR,5,1396
2010,April,GSP,1,55
2010,April,GTF,1,2
2010,April,GUM,27,192673
2010,April,HNL,29,263759
2010,April,HPN,4,687
2010,April,HRL,5,1784
2010,April,HSV,1,124
2010,April,IAD,70,476306
2010,April,IAG,1,161
2010,April,IAH,91,639871
2010,April,ICT,2,39
2010,April,ILM,2,13
2010,April,IND,5,4250
2010,April,JFK,179,1687668
2010,April,JNU,1,231
2010,April,KEH,2,39
2010,April,KOA,3,8307
2010,April,LAN,1,493
2010,April,LAS,37,194585
2010,April,LAX,113,1220497
2010,April,LGA,13,89579
2010,April,LIH,1,1854
2010,April,LKE,3,1687
2010,April,MCI,4,4204
2010,April,MCO,58,289361
2010,April,MDT,1,693
2010,April,MDW,6,7133
2010,April,MEM,7,17708
2010,April,MFE,1,113
2010,April,MHK,1,4
2010,April,MHT,1,680
2010,April,MIA,149,1314253
2010,April,MKC,1,58
2010,April,MKE,7,8366
2010,April,MRY,1,2
2010,April,MSP,44,172116
2010,April,MSY,4,1001
2010,April,MYR,1,872
2010,April,NGU,1,74
2010,April,OAK,8,14670
2010,April,OGG,5,26562
2010,April,OMA,2,147
2010,April,OME,2,25
2010,April,ONT,2,87
2010,April,OPF,2,13
2010,April,ORD,110,793197
2010,April,PBI,8,10973
2010,April,PDX,5,30942
2010,April,PHL,47,301769
2010,April,PHX,30,208572
2010,April,PIE,5,3293
2010,April,PIT,9,10069
2010,April,PPG,1,5366
2010,April,PSM,3,585
2010,April,PSP,3,24726
2010,April,PTK,1,69
2010,April,PVD,1,751
2010,April,PWM,1,6
2010,April,RDU,6,12980
2010,April,RFD,1,728
2010,April,RIC,1,1155
2010,April,RIL,1,12
2010,April,ROC,2,403
2010,April,ROP,1,136
2010,April,RST,1,6
2010,April,RSW,13,25576
2010,April,SAN,6,24941
2010,April,SAT,13,12066
2010,April,SAV,2,146
2010,April,SBY,1,6
2010,April,SDF,1,9
2010,April,SDM,1,12
2010,April,SEA,29,200640
2010,April,SFB,6,16945
2010,April,SFO,51,647912
2010,April,SJC,3,7416
2010,April,SJU,33,98327
2010,April,SLC,11,30328
2010,April,SMF,2,8663
2010,April,SNA,2,1527
2010,April,SPN,6,43580
2010,April,SRQ,1,3712
2010,April,STL,7,13287
2010,April,STT,2,95
2010,April,STX,2,11
2010,April,SYR,1,48
2010,April,TEB,16,124
2010,April,TPA,12,44136
2010,April,VNY,1,8
2010,April,VWH,1,5
2010,May,ABE,2,447
2010,May,ABI,1,8
2010,May,ACY,3,895
2010,May,AEX,5,575
2010,May,ALB,2,874
2010,May,ANC,11,17517
2010,May,ATL,92,788347
2010,May,AUS,6,441
2010,May,AVP,2,11
2010,May,BAD,1,275
2010,May,BCT,1,3
2010,May,BDL,5,4052
2010,May,BED,4,20
2010,May,BFI,5,54
2010,May,BGR,19,2471
2010,May,BHM,2,8
2010,May,BIL,1,305
2010,May,BIS,1,8
2010,May,BKL,1,48
2010,May,BNA,1,3113
2010,May,BOS,65,318552
2010,May,BQK,1,241
2010,May,BQN,2,543
2010,May,BRO,1,7
2010,May,BTR,1,48
2010,May,BUF,1,45
2010,May,BUR,2,7
2010,May,BWI,10,34781
2010,May,CAE,1,95
2010,May,CHA,1,8
2010,May,CHS,1,3
2010,May,CLE,8,20733
2010,May,CLT,34,237278
2010,May,CMH,1,2750
2010,May,COS,2,73
2010,May,CPR,2,97
2010,May,CRP,2,159
2010,May,CSG,2,405
2010,May,CVG,10,23430
2010,May,DAL,2,103
2010,May,DAY,1,455
2010,May,DCA,5,25247
2010,May,DEN,29,162534
2010,May,DFW,51,418949
2010,May,DLH,1,4
2010,May,DSM,1,34
2010,May,DTT,1,2022
2010,May,DTW,26,231781
2010,May,ERI,1,7
2010,May,ESN,1,6
2010,May,EWR,112,985499
2010,May,FAI,2,332
2010,May,FAR,2,8
2010,May,FAT,1,5812
2010,May,FCA,2,76
2010,May,FLL,56,243979
2010,May,FOK,1,2
2010,May,FWA,1,44
2010,May,GPT,1,15
2010,May,GRK,1,12
2010,May,GRR,2,719
2010,May,GSP,3,193
2010,May,GTF,1,2
2010,May,GUM,31,212639
2010,May,HDN,1,47
2010,May,HKY,1,7
2010,May,HNL,26,287237
2010,May,HOU,1,2
2010,May,HPN,7,740
2010,May,HRL,4,1277
2010,May,HYA,1,8
2010,May,IAD,66,556512
2010,May,IAH,94,668188
2010,May,IND,2,2516
2010,May,ISP,1,2
2010,May,JAX,4,575
2010,May,JFK,181,1967552
2010,May,JZI,1,6
2010,May,KEH,10,182
2010,May,KOA,1,5357
2010,May,LAN,1,35
2010,May,LAS,30,193446
2010,May,LAX,114,1291519
2010,May,LGA,11,95875
2010,May,LGB,1,47
2010,May,LIH,1,210
2010,May,LKE,6,1914
2010,May,LRD,1,50
2010,May,MBS,1,14
2010,May,MCI,3,3006
2010,May,MCO,43,250336
2010,May,MDT,3,910
2010,May,MDW,3,9245
2010,May,MEM,9,20935
2010,May,MFE,2,177
2010,May,MHT,2,1065
2010,May,MIA,144,1331953
2010,May,MKE,5,2414
2010,May,MLB,1,80
2010,May,MMU,1,25
2010,May,MRY,1,2
2010,May,MSN,2,78
2010,May,MSP,29,179156
2010,May,MSY,5,1040
2010,May,MTJ,1,22
2010,May,MYR,4,820
2010,May,NGU,1,97
2010,May,NIP,1,207
2010,May,OAK,4,13448
2010,May,OGG,4,11135
2010,May,OKC,1,146
2010,May,OMA,1,107
2010,May,OME,1,15
2010,May,OPF,1,10
2010,May,ORD,106,958309
2010,May,ORF,1,155
2010,May,PBI,6,5196
2010,May,PDK,1,2
2010,May,PDX,7,38099
2010,May,PHL,52,356596
2010,May,PHX,28,170514
2010,May,PIE,2,423
2010,May,PIT,8,12931
2010,May,POB,1,94
2010,May,PSM,2,492
2010,May,PSP,3,7283
2010,May,PVD,1,855
2010,May,PWM,2,660
2010,May,RCE,1,1
2010,May,RDU,2,14719
2010,May,RFD,2,309
2010,May,RIC,4,1692
2010,May,ROC,1,484
2010,May,ROP,1,616
2010,May,RSW,4,14119
2010,May,SAN,4,18426
2010,May,SAT,11,11525
2010,May,SAV,2,153
2010,May,SDF,1,3
2010,May,SDM,1,8
2010,May,SEA,29,215386
2010,May,SFB,13,38453
2010,May,SFO,60,746892
2010,May,SJC,4,15582
2010,May,SJU,33,97945
2010,May,SLC,11,39097
2010,May,SMF,2,8562
2010,May,SMO,1,8
2010,May,SNA,1,2501
2010,May,SPN,8,38159
2010,May,SPS,1,42
2010,May,STL,8,15509
2010,May,SWF,4,689
2010,May,SYR,2,257
2010,May,TEB,15,143
2010,May,TPA,8,27819
2010,May,TUL,2,82
2010,May,TYS,2,350
2010,June,ABE,2,675
2010,June,ACY,7,1129
2010,June,ADW,2,328
2010,June,AEX,13,1810
2010,June,ALB,1,952
2010,June,ANC,8,23003
2010,June,ATL,104,887053
2010,June,ATW,1,9
2010,June,AUS,11,2846
2010,June,AXN,1,5
2010,June,AZA,3,2188
2010,June,AZO,1,26
2010,June,BDL,8,5691
2010,June,BFI,3,13
2010,June,BGR,7,1349
2010,June,BHM,4,389
2010,June,BIL,1,287
2010,June,BNA,4,4788
2010,June,BOS,49,363477
2010,June,BQN,1,343
2010,June,BRO,2,14
2010,June,BTR,1,106
2010,June,BUF,2,79
2010,June,BUR,4,55
2010,June,BWI,17,38408
2010,June,BZN,1,95
2010,June,CAE,3,328
2010,June,CAK,1,12
2010,June,CHA,1,57
2010,June,CHS,3,465
2010,June,CLE,11,23781
2010,June,CLT,39,268546
2010,June,CMH,3,3870
2010,June,COS,3,377
2010,June,CRP,3,129
2010,June,CVG,12,27560
2010,June,CWA,1,43
2010,June,CYS,1,62
2010,June,DAY,2,598
2010,June,DCA,5,31553
2010,June,DEN,28,162236
2010,June,DET,1,5
2010,June,DFW,51,466731
2010,June,DLH,1,6
2010,June,DSM,1,152
2010,June,DTT,1,3759
2010,June,DTW,34,281028
2010,June,ELM,1,11
2010,June,ELP,3,455
2010,June,ERI,1,41
2010,June,EWR,100,1056944
2010,June,FAI,3,1446
2010,June,FAR,2,7
2010,June,FAT,1,5611
2010,June,FLL,61,251996
2010,June,FOK,1,3
2010,June,FRD,2,17
2010,June,FSD,2,166
2010,June,GBR,1,5
2010,June,GEG,1,60
2010,June,GGG,1,15
2010,June,GRB,3,82
2010,June,GRK,1,37
2010,June,GRR,4,1017
2010,June,GSO,3,427
2010,June,GSP,1,222
2010,June,GUM,28,212911
2010,June,HIK,1,59
2010,June,HNL,21,296141
2010,June,HOU,2,61
2010,June,HPN,7,847
2010,June,HRL,7,1605
2010,June,HSV,1,149
2010,June,IAD,69,590324
2010,June,IAH,105,758696
2010,June,ILM,1,3
2010,June,IND,4,3442
2010,June,ISP,1,35
2010,June,JAX,1,139
2010,June,JFK,179,2137930
2010,June,KEH,13,605
2010,June,KOA,1,6070
2010,June,LAN,1,5
2010,June,LAS,34,169886
2010,June,LAX,118,1380715
2010,June,LBE,1,5
2010,June,LCH,1,119
2010,June,LFT,1,135
2010,June,LGA,11,92392
2010,June,LKE,10,2120
2010,June,LRD,2,271
2010,June,MCI,4,3266
2010,June,MCO,40,241996
2010,June,MDT,1,879
2010,June,MDW,2,9221
2010,June,MEM,13,20341
2010,June,MEO,1,4
2010,June,MGM,1,33
2010,June,MHT,1,777
2010,June,MIA,146,1365483
2010,June,MKE,4,2470
2010,June,MRY,1,1
2010,June,MSN,3,129
2010,June,MSP,38,198149
2010,June,MSV,1,3
2010,June,MSY,7,1233
2010,June,NIP,1,140
2010,June,NRB,1,11
2010,June,OAK,6,19917
2010,June,ODW,1,8
2010,June,OGG,2,4959
2010,June,OKC,1,240
2010,June,OMA,1,3
2010,June,OME,2,29
2010,June,ORD,116,1025382
2010,June,ORF,3,256
2010,June,OTS,1,6
2010,June,OXC,1,2
2010,June,PBI,5,5931
2010,June,PDK,1,8
2010,June,PDX,6,43678
2010,June,PHL,49,388823
2010,June,PHX,26,161552
2010,June,PIE,1,43
2010,June,PIT,6,14270
2010,June,PPG,1,4649
2010,June,PSE,1,119
2010,June,PSM,1,367
2010,June,PSP,1,1850
2010,June,PTK,2,9
2010,June,PUB,1,74
2010,June,PVD,1,948
2010,June,PWM,1,1416
2010,June,RCE,1,2
2010,June,RDU,5,18159
2010,June,RFD,4,876
2010,June,RIC,4,2110
2010,June,ROC,2,582
2010,June,RST,1,4
2010,June,RSW,9,10987
2010,June,SAN,5,18144
2010,June,SAT,24,13637
2010,June,SAV,3,477
2010,June,SBN,2,72
2010,June,SDM,2,35
2010,June,SEA,25,241968
2010,June,SFB,13,43301
2010,June,SFO,62,803841
2010,June,SGF,1,135
2010,June,SJC,6,15978
2010,June,SJU,36,128075
2010,June,SLC,10,49416
2010,June,SMF,2,8409
2010,June,SNA,1,4166
2010,June,SPN,5,44371
2010,June,SRQ,3,262
2010,June,SSI,1,4
2010,June,STL,10,21317
2010,June,STX,1,44
2010,June,SUX,1,1
2010,June,SWF,3,461
2010,June,SYR,3,877
2010,June,TEB,14,102
2010,June,TLH,1,107
2010,June,TPA,10,24655
2010,June,TUL,1,59
2010,June,TUS,1,6577
2010,June,TYS,2,151
2010,June,UAM,2,118
2010,June,VNY,2,5
2010,June,WSX,1,4
2010,June,ZZZ,4,18
2010,July,ABE,3,558
2010,July,ABI,1,135
2010,July,ACK,1,4
2010,July,ACY,3,458
2010,July,ADW,1,53
2010,July,AEX,11,1846
2010,July,AGS,2,300
2010,July,ALB,4,1655
2010,July,AMA,2,195
2010,July,ANC,11,17033
2010,July,ASE,1,4
2010,July,AST,1,2
2010,July,ATL,101,980882
2010,July,AUS,10,3783
2010,July,AZA,4,2623
2010,July,AZO,1,41
2010,July,BDL,11,6522
2010,July,BFI,4,45
2010,July,BGR,14,2295
2010,July,BHM,4,778
2010,July,BIL,1,108
2010,July,BLV,1,144
2010,July,BNA,3,4753
2010,July,BOS,49,398641
2010,July,BQN,5,2613
2010,July,BTV,1,6
2010,July,BUF,3,389
2010,July,BUR,3,29
2010,July,BWI,13,40076
2010,July,CAE,2,259
2010,July,CHS,6,936
2010,July,CLE,12,25561
2010,July,CLL,4,251
2010,July,CLT,38,291645
2010,July,CMH,2,3116
2010,July,COS,5,407
2010,July,CRP,1,47
2010,July,CSG,1,123
2010,July,CVG,9,28499
2010,July,CYS,1,61
2010,July,DAB,1,86
2010,July,DAL,1,44
2010,July,DAY,1,519
2010,July,DCA,5,33245
2010,July,DEN,24,168547
2010,July,DET,1,36
2010,July,DFW,52,528577
2010,July,DSM,2,49
2010,July,DTT,1,3840
2010,July,DTW,33,293279
2010,July,EFD,3,262
2010,July,EGV,1,10
2010,July,ELP,3,967
2010,July,EWR,111,1180367
2010,July,FAI,6,2928
2010,July,FAR,3,19
2010,July,FAT,1,5535
2010,July,FLL,56,333534
2010,July,FOK,3,16
2010,July,FQQ,1,106
2010,July,FRD,2,20
2010,July,FRG,1,7
2010,July,FXE,1,17
2010,July,GEG,1,6
